amp,freq
0,5333.333333333333
1,8000.0
0,16000.0
1,16000.0
1,16000.0
1,8000.0
2,16000.0
50,4000.0
0,8000.0
78,8000.0
36,8000.0
72,8000.0
30,8000.0
77,8000.0
8,8000.0
113,8000.0
19,5333.333333333333
42,16000.0
31,8000.0
95,8000.0
35,8000.0
59,8000.0
22,8000.0
35,8000.0
6,8000.0
86,8000.0
30,8000.0
65,8000.0
64,16000.0
128,5333.333333333333
66,8000.0
90,16000.0
0,8000.0
34,5333.333333333333
0,8000.0
101,3200.0
7,5333.333333333333
81,8000.0
38,8000.0
75,4000.0
31,8000.0
80,8000.0
5,8000.0
119,8000.0
22,8000.0
60,8000.0
2,8000.0
48,8000.0
8,8000.0
34,8000.0
33,16000.0
73,8000.0
12,5333.333333333333
48,8000.0
12,8000.0
73,8000.0
20,8000.0
35,16000.0
18,8000.0
33,5333.333333333333
18,8000.0
57,8000.0
12,8000.0
27,16000.0
29,5333.333333333333
42,2666.6666666666665
2,8000.0
36,8000.0
21,16000.0
70,8000.0
46,8000.0
78,16000.0
24,5333.333333333333
85,8000.0
42,8000.0
54,5333.333333333333
1,8000.0
29,16000.0
24,8000.0
60,5333.333333333333
2,4000.0
52,8000.0
18,5333.333333333333
50,5333.333333333333
17,8000.0
71,8000.0
2,8000.0
93,8000.0
21,8000.0
68,8000.0
13,16000.0
87,5333.333333333333
49,8000.0
86,8000.0
15,8000.0
36,8000.0
21,8000.0
50,8000.0
7,3200.0
40,8000.0
29,16000.0
69,5333.333333333333
28,8000.0
73,16000.0
11,5333.333333333333
70,8000.0
3,8000.0
57,8000.0
31,8000.0
73,8000.0
12,5333.333333333333
103,8000.0
5,8000.0
68,16000.0
6,8000.0
62,3200.0
54,16000.0
123,5333.333333333333
19,5333.333333333333
65,16000.0
15,8000.0
40,8000.0
31,5333.333333333333
46,5333.333333333333
5,8000.0
42,8000.0
3,5333.333333333333
52,4000.0
8,8000.0
52,8000.0
1,4000.0
57,8000.0
12,8000.0
57,8000.0
21,8000.0
98,8000.0
10,8000.0
40,8000.0
28,16000.0
104,8000.0
36,8000.0
83,8000.0
74,8000.0
34,8000.0
67,8000.0
123,8000.0
1,8000.0
95,8000.0
4,8000.0
92,8000.0
0,8000.0
118,8000.0
3,8000.0
114,8000.0
5,8000.0
99,8000.0
0,5333.333333333333
55,16000.0
43,8000.0
119,8000.0
15,8000.0
89,5333.333333333333
40,8000.0
91,8000.0
17,4000.0
81,5333.333333333333
28,8000.0
19,8000.0
39,5333.333333333333
47,5333.333333333333
19,16000.0
44,8000.0
5,8000.0
43,8000.0
38,8000.0
83,8000.0
17,8000.0
66,8000.0
11,8000.0
63,8000.0
4,5333.333333333333
29,16000.0
9,8000.0
43,8000.0
6,5333.333333333333
19,8000.0
1,8000.0
30,5333.333333333333
10,16000.0
64,5333.333333333333
0,5333.333333333333
42,5333.333333333333
16,8000.0
65,5333.333333333333
42,8000.0
66,8000.0
11,8000.0
72,8000.0
14,8000.0
71,16000.0
5,8000.0
61,8000.0
35,8000.0
86,8000.0
39,8000.0
103,5333.333333333333
23,5333.333333333333
41,5333.333333333333
4,5333.333333333333
34,8000.0
15,16000.0
53,8000.0
20,8000.0
80,5333.333333333333
18,2666.6666666666665
103,5333.333333333333
21,8000.0
59,8000.0
39,8000.0
48,16000.0
32,16000.0
56,8000.0
20,8000.0
78,4000.0
48,5333.333333333333
80,8000.0
36,8000.0
124,8000.0
16,8000.0
35,8000.0
31,8000.0
31,8000.0
28,16000.0
33,16000.0
11,8000.0
38,8000.0
14,5333.333333333333
67,8000.0
13,8000.0
53,8000.0
6,8000.0
20,8000.0
18,16000.0
12,8000.0
7,8000.0
4,16000.0
8,16000.0
46,5333.333333333333
28,8000.0
96,8000.0
17,8000.0
110,8000.0
4,8000.0
66,8000.0
8,8000.0
63,8000.0
13,8000.0
36,8000.0
1,16000.0
85,4000.0
11,8000.0
22,8000.0
5,16000.0
63,5333.333333333333
31,8000.0
84,5333.333333333333
7,8000.0
42,8000.0
15,8000.0
104,8000.0
6,8000.0
23,8000.0
8,16000.0
58,8000.0
46,16000.0
125,8000.0
5,8000.0
137,8000.0
3,8000.0
67,8000.0
15,8000.0
54,8000.0
4,8000.0
26,8000.0
18,16000.0
87,8000.0
19,8000.0
59,5333.333333333333
1,8000.0
83,8000.0
14,8000.0
72,5333.333333333333
3,16000.0
71,8000.0
50,8000.0
91,5333.333333333333
39,16000.0
63,8000.0
21,8000.0
76,8000.0
29,8000.0
96,5333.333333333333
19,8000.0
102,8000.0
38,8000.0
107,8000.0
66,8000.0
105,8000.0
63,8000.0
68,8000.0
16,8000.0
74,8000.0
50,8000.0
25,8000.0
70,8000.0
37,5333.333333333333
17,16000.0
43,8000.0
14,5333.333333333333
4,16000.0
39,8000.0
10,8000.0
18,8000.0
9,16000.0
1,16000.0
104,5333.333333333333
23,4000.0
76,8000.0
5,8000.0
96,8000.0
11,8000.0
101,8000.0
4,8000.0
47,16000.0
11,8000.0
50,8000.0
12,16000.0
85,4000.0
1,8000.0
48,8000.0
24,8000.0
49,8000.0
0,5333.333333333333
55,16000.0
12,8000.0
91,8000.0
36,8000.0
70,8000.0
22,8000.0
95,8000.0
2,8000.0
91,8000.0
77,8000.0
79,16000.0
26,8000.0
60,8000.0
5,8000.0
78,5333.333333333333
25,5333.333333333333
66,8000.0
25,16000.0
112,5333.333333333333
27,8000.0
44,16000.0
22,8000.0
73,5333.333333333333
5,8000.0
80,8000.0
20,8000.0
73,8000.0
5,8000.0
37,8000.0
16,16000.0
30,16000.0
20,16000.0
58,8000.0
19,8000.0
68,16000.0
36,8000.0
29,8000.0
1,16000.0
6,16000.0
9,16000.0
57,8000.0
24,8000.0
77,5333.333333333333
14,8000.0
34,16000.0
23,8000.0
67,8000.0
12,8000.0
54,8000.0
3,8000.0
43,8000.0
1,8000.0
54,8000.0
2,4000.0
54,8000.0
8,8000.0
18,16000.0
14,16000.0
62,8000.0
4,8000.0
100,5333.333333333333
45,8000.0
80,16000.0
11,8000.0
173,8000.0
4,8000.0
119,8000.0
10,5333.333333333333
75,8000.0
1,8000.0
103,8000.0
31,8000.0
77,8000.0
56,8000.0
119,8000.0
37,8000.0
85,8000.0
25,8000.0
61,8000.0
5,5333.333333333333
71,8000.0
2,8000.0
35,5333.333333333333
4,8000.0
13,16000.0
1,8000.0
28,4000.0
18,16000.0
66,8000.0
24,8000.0
55,8000.0
49,8000.0
91,8000.0
11,8000.0
106,8000.0
4,8000.0
62,8000.0
34,4000.0
21,5333.333333333333
1,16000.0
68,3200.0
7,4000.0
49,8000.0
44,5333.333333333333
82,8000.0
4,8000.0
94,8000.0
26,8000.0
82,5333.333333333333
1,8000.0
117,8000.0
20,8000.0
53,4000.0
19,8000.0
64,16000.0
6,8000.0
71,8000.0
35,8000.0
62,8000.0
25,8000.0
78,5333.333333333333
10,16000.0
123,5333.333333333333
15,2666.6666666666665
43,8000.0
10,5333.333333333333
50,4000.0
16,16000.0
55,8000.0
8,8000.0
97,8000.0
61,16000.0
90,8000.0
9,8000.0
57,8000.0
10,16000.0
72,8000.0
31,8000.0
122,8000.0
12,8000.0
29,8000.0
5,16000.0
52,8000.0
24,8000.0
75,5333.333333333333
2,16000.0
109,5333.333333333333
40,3200.0
67,8000.0
12,8000.0
45,8000.0
7,3200.0
30,16000.0
5,8000.0
91,8000.0
2,8000.0
86,8000.0
19,8000.0
61,8000.0
10,16000.0
118,5333.333333333333
24,8000.0
77,8000.0
46,8000.0
95,5333.333333333333
33,2285.714285714286
32,8000.0
0,8000.0
89,8000.0
9,4000.0
30,8000.0
22,8000.0
91,8000.0
55,8000.0
111,8000.0
34,8000.0
65,5333.333333333333
10,8000.0
77,5333.333333333333
35,8000.0
91,8000.0
14,8000.0
78,8000.0
39,5333.333333333333
60,8000.0
0,8000.0
92,5333.333333333333
16,8000.0
54,8000.0
11,8000.0
89,5333.333333333333
42,8000.0
113,8000.0
24,8000.0
45,8000.0
11,8000.0
64,8000.0
25,8000.0
35,16000.0
26,16000.0
57,8000.0
4,8000.0
36,16000.0
32,8000.0
67,8000.0
82,8000.0
103,8000.0
40,8000.0
100,8000.0
46,5333.333333333333
65,8000.0
28,8000.0
71,8000.0
1,4000.0
28,16000.0
7,8000.0
42,8000.0
30,16000.0
85,8000.0
3,8000.0
70,8000.0
0,5333.333333333333
58,16000.0
45,8000.0
16,8000.0
25,8000.0
55,5333.333333333333
25,16000.0
59,4000.0
17,5333.333333333333
88,5333.333333333333
75,8000.0
87,16000.0
16,8000.0
72,16000.0
46,5333.333333333333
58,8000.0
2,5333.333333333333
35,8000.0
5,8000.0
18,8000.0
9,16000.0
27,8000.0
0,8000.0
72,5333.333333333333
15,2666.6666666666665
35,8000.0
15,8000.0
76,8000.0
54,16000.0
73,8000.0
39,8000.0
126,5333.333333333333
27,8000.0
51,8000.0
22,16000.0
80,5333.333333333333
31,5333.333333333333
84,8000.0
29,8000.0
43,16000.0
18,8000.0
79,5333.333333333333
23,4000.0
48,8000.0
14,8000.0
55,8000.0
37,8000.0
52,16000.0
2,8000.0
27,8000.0
24,8000.0
91,8000.0
33,8000.0
85,16000.0
26,5333.333333333333
109,8000.0
15,5333.333333333333
70,8000.0
18,8000.0
65,8000.0
4,16000.0
64,8000.0
30,3200.0
57,8000.0
10,8000.0
96,5333.333333333333
20,8000.0
66,8000.0
14,5333.333333333333
30,8000.0
11,16000.0
34,8000.0
19,8000.0
25,8000.0
10,16000.0
64,5333.333333333333
20,5333.333333333333
91,5333.333333333333
12,8000.0
73,5333.333333333333
13,5333.333333333333
18,16000.0
8,8000.0
49,8000.0
14,8000.0
28,8000.0
0,8000.0
75,8000.0
16,8000.0
101,8000.0
34,8000.0
85,8000.0
24,8000.0
92,8000.0
38,8000.0
93,5333.333333333333
4,16000.0
100,8000.0
21,8000.0
75,8000.0
4,8000.0
73,8000.0
12,8000.0
71,8000.0
28,5333.333333333333
77,8000.0
4,8000.0
43,8000.0
9,16000.0
117,8000.0
30,8000.0
87,8000.0
60,8000.0
76,8000.0
21,8000.0
43,16000.0
27,8000.0
64,8000.0
3,8000.0
20,8000.0
3,16000.0
61,8000.0
16,8000.0
90,8000.0
33,8000.0
39,8000.0
42,8000.0
60,8000.0
11,8000.0
72,8000.0
45,8000.0
81,8000.0
0,8000.0
34,8000.0
7,16000.0
48,2666.6666666666665
22,5333.333333333333
43,8000.0
32,16000.0
59,16000.0
7,8000.0
80,5333.333333333333
10,8000.0
92,8000.0
16,8000.0
115,8000.0
3,8000.0
80,8000.0
47,8000.0
56,16000.0
12,3200.0
17,16000.0
14,16000.0
24,16000.0
16,8000.0
73,5333.333333333333
28,16000.0
85,8000.0
23,8000.0
38,16000.0
34,16000.0
76,5333.333333333333
41,8000.0
95,8000.0
7,8000.0
66,8000.0
8,8000.0
64,8000.0
9,8000.0
46,16000.0
15,8000.0
47,8000.0
22,16000.0
79,5333.333333333333
34,8000.0
82,8000.0
9,8000.0
84,8000.0
17,8000.0
29,8000.0
43,8000.0
17,8000.0
2,16000.0
53,5333.333333333333
38,8000.0
49,8000.0
23,8000.0
39,16000.0
23,5333.333333333333
50,8000.0
12,8000.0
45,8000.0
36,8000.0
68,8000.0
34,8000.0
89,8000.0
2,8000.0
60,8000.0
10,8000.0
32,8000.0
8,16000.0
37,8000.0
18,8000.0
41,8000.0
22,8000.0
80,3200.0
15,8000.0
50,8000.0
6,8000.0
90,5333.333333333333
63,16000.0
118,8000.0
3,5333.333333333333
32,16000.0
10,8000.0
34,8000.0
18,16000.0
77,8000.0
10,16000.0
80,5333.333333333333
2,8000.0
41,8000.0
22,8000.0
62,8000.0
46,8000.0
59,16000.0
12,5333.333333333333
105,8000.0
15,8000.0
126,8000.0
10,8000.0
77,8000.0
9,8000.0
91,8000.0
30,8000.0
97,8000.0
2,8000.0
54,8000.0
15,8000.0
48,8000.0
4,8000.0
17,8000.0
3,16000.0
52,5333.333333333333
12,8000.0
69,8000.0
15,8000.0
77,8000.0
9,8000.0
43,8000.0
3,8000.0
25,8000.0
1,16000.0
43,8000.0
6,8000.0
58,8000.0
2,8000.0
38,8000.0
5,8000.0
103,8000.0
8,8000.0
43,8000.0
48,8000.0
51,8000.0
9,5333.333333333333
67,4000.0
23,8000.0
57,8000.0
48,16000.0
115,8000.0
39,5333.333333333333
79,16000.0
44,8000.0
18,8000.0
5,8000.0
49,5333.333333333333
7,5333.333333333333
43,8000.0
5,16000.0
66,8000.0
2,8000.0
77,8000.0
2,4000.0
69,8000.0
1,5333.333333333333
47,8000.0
29,8000.0
62,5333.333333333333
3,5333.333333333333
65,8000.0
36,16000.0
94,8000.0
34,5333.333333333333
82,8000.0
21,8000.0
94,8000.0
11,8000.0
42,8000.0
4,5333.333333333333
81,8000.0
26,8000.0
96,8000.0
35,8000.0
117,8000.0
27,8000.0
82,8000.0
1,8000.0
42,8000.0
14,16000.0
27,8000.0
1,5333.333333333333
83,8000.0
26,3200.0
110,5333.333333333333
32,4000.0
67,8000.0
39,8000.0
19,8000.0
26,4000.0
19,8000.0
23,8000.0
50,8000.0
10,8000.0
108,8000.0
52,8000.0
112,8000.0
60,8000.0
54,8000.0
43,8000.0
95,8000.0
39,8000.0
48,8000.0
21,8000.0
52,5333.333333333333
26,16000.0
89,8000.0
2,8000.0
90,8000.0
4,5333.333333333333
77,8000.0
1,8000.0
56,8000.0
50,5333.333333333333
58,8000.0
6,8000.0
93,8000.0
38,5333.333333333333
61,8000.0
12,4000.0
75,8000.0
27,8000.0
62,8000.0
12,8000.0
74,8000.0
6,8000.0
60,3200.0
33,4000.0
75,8000.0
48,8000.0
94,8000.0
24,8000.0
48,8000.0
32,5333.333333333333
55,5333.333333333333
2,8000.0
68,4000.0
34,5333.333333333333
43,16000.0
9,8000.0
61,5333.333333333333
17,8000.0
51,8000.0
11,8000.0
66,8000.0
26,16000.0
90,8000.0
48,8000.0
39,5333.333333333333
25,5333.333333333333
31,16000.0
28,8000.0
65,8000.0
41,8000.0
48,5333.333333333333
5,16000.0
43,8000.0
23,8000.0
94,8000.0
22,5333.333333333333
37,8000.0
29,16000.0
59,8000.0
3,8000.0
54,8000.0
26,5333.333333333333
70,8000.0
2,8000.0
72,8000.0
9,8000.0
36,16000.0
7,8000.0
75,8000.0
2,8000.0
44,8000.0
15,8000.0
22,16000.0
10,16000.0
50,8000.0
28,8000.0
52,8000.0
16,8000.0
129,8000.0
34,8000.0
146,16000.0
12,8000.0
135,8000.0
21,8000.0
89,8000.0
46,8000.0
84,8000.0
1,8000.0
23,8000.0
10,16000.0
15,16000.0
9,16000.0
72,8000.0
30,8000.0
85,16000.0
9,8000.0
78,8000.0
16,8000.0
105,5333.333333333333
29,8000.0
85,8000.0
33,8000.0
64,8000.0
8,8000.0
34,16000.0
31,16000.0
39,16000.0
7,8000.0
54,8000.0
3,8000.0
49,8000.0
24,8000.0
94,8000.0
36,8000.0
60,8000.0
22,8000.0
32,8000.0
0,8000.0
61,8000.0
40,8000.0
60,16000.0
13,8000.0
115,8000.0
18,5333.333333333333
55,16000.0
40,8000.0
56,5333.333333333333
11,8000.0
43,8000.0
41,16000.0
85,8000.0
52,16000.0
60,16000.0
37,8000.0
95,8000.0
28,8000.0
50,16000.0
13,3200.0
60,5333.333333333333
22,8000.0
64,8000.0
40,8000.0
144,8000.0
17,8000.0
102,5333.333333333333
55,8000.0
87,16000.0
25,5333.333333333333
6,16000.0
20,16000.0
68,5333.333333333333
43,8000.0
44,8000.0
24,8000.0
29,5333.333333333333
8,8000.0
90,8000.0
14,8000.0
75,8000.0
10,8000.0
106,8000.0
20,8000.0
106,8000.0
30,8000.0
91,8000.0
41,8000.0
92,8000.0
29,8000.0
76,8000.0
15,8000.0
49,8000.0
53,8000.0
9,8000.0
5,16000.0
68,8000.0
25,5333.333333333333
72,8000.0
8,8000.0
46,8000.0
2,8000.0
64,8000.0
28,8000.0
106,8000.0
20,8000.0
35,5333.333333333333
11,8000.0
48,8000.0
2,5333.333333333333
82,8000.0
3,8000.0
72,8000.0
9,8000.0
91,8000.0
14,4000.0
61,8000.0
5,8000.0
88,8000.0
0,8000.0
56,5333.333333333333
19,8000.0
73,5333.333333333333
49,8000.0
85,16000.0
15,8000.0
91,5333.333333333333
28,8000.0
80,16000.0
4,8000.0
87,8000.0
18,5333.333333333333
51,8000.0
11,8000.0
